moderation status: j_SLaNRf_xo  ,  
moderation status: j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): YCVeYWVQ03g  ,  
moderation status(vid id, mod status): SiIHam5adVo  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   4iVshVT4YmE  ,  20:42:09  ,  
moderation status(channel id, vid id, time,  mod status): UCxOGHW-aqciBe5Wjq8ltzOg  ,   BK5xGau4kJc  ,  17 19:18:14  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   ZGMxd-Q8jI4  ,  17 21:00:44  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   hNIf4OzMElw  ,  17 22:25:59  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   tS9Kp8GSqFc  ,  17 22:26:00  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   FjrwEVdkmDk  ,  18 15:12:46  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   J6eAUidhV5Q  ,  18 16:03:59  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   -2cbUWSu9BA  ,  18 17:29:15  ,  
moderation status(channel id, vid id, time,  mod status): UCU_W0oE_ock8bWKjALiGs8Q  ,   nkjYyAYgycQ  ,  18 18:04:33  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   YlHOV1W35lc  ,  18 18:04:35  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   UqugJgLRlq8  ,  18 18:21:43  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   gPzJjRpLAug  ,  18 18:38:59  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   YFm7KpJ9Bj4  ,  18 18:56:19  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   KPCHgmOyIdA  ,  18 20:04:36  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   4YabUd9imQU  ,  18 20:04:37  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   gRF4KUk1smA  ,  18 22:03:52  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   qGPH1cHQVBI  ,  18 22:37:50  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   E8FXJ535hrU  ,  18 23:45:56  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   MsA2uaiumZM  ,  19 01:44:53  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   nWmB0ufy8R8  ,  19 15:21:12  ,  
moderation status(channel id, vid id, time,  mod status): UCqXok4OMN4Kf7p6deGDUaoA  ,   KSKZY11TecA  ,  19 15:21:13  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   9Y6q_chIBuA  ,  19 16:12:22  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   PM2UdI1I6jU  ,  19 16:12:23  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   Pe9JVLEBgcc  ,  19 17:37:47  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   MYxm9B86XS4  ,  19 17:37:48  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   i7MowbSo-rI  ,  19 18:12:16  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   doOaL1-sLYI  ,  19 18:29:26  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   Saalj8YydgQ  ,  19 19:03:26  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   E4NDc6hnRM8  ,  19 19:03:27  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   cV5TjZCJkuA  ,  19 19:54:42  ,  
moderation status(channel id, vid id, time,  mod status): UCHfZgL6QeO4JtvjfKbW_Mpg  ,   ybS3-iXvUOQ  ,  19 21:19:57  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   mTpzXGtdFgc  ,  19 22:45:07  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   8FuPI9j3XgE  ,  19 23:19:11  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   V9qc4OcgQ0I  ,  20 16:06:47  ,  
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   klCXglFPePQ  ,  20 17:49:03  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   lOSpR-Bn0iY  ,  20 17:49:04  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   iBqix6WssbM  ,  20 18:06:12  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   H6lWMsMjTgI  ,  20 18:40:14  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   twWbsJGllI0  ,  20 18:40:14  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   CvrkiY52QNQ  ,  20 18:40:15  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   SYj9vc8T2s8  ,  20 19:14:38  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   x-Xp6lnwbmc  ,  20 19:14:39  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   ZbLVRKE2aco  ,  20 19:14:40  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   ZbLVRKE2aco  ,  20 19:14:40  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   gdFViVC8c1M  ,  20 19:14:41  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   pEXNIDJ_4lY  ,  20 20:06:04  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   pzrcnzg4HS8  ,  20 20:23:05  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   Osbi1d3nsws  ,  20 20:40:07  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   EDCDpeli8M8  ,  20 20:57:07  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   DCyXN6Snp30  ,  20 21:14:08  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   nnX_qaJFt0U  ,  21 01:29:17  ,  
moderation status(channel id, vid id, time,  mod status): UCWXCrItCF6ZgXrdozUS-Idw  ,   39iS_tJushY  ,  21 05:12:15  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   2WOIEBojNjw  ,  21 16:57:41  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   M4Jizv4iFpI  ,  21 22:34:23  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   Ax3DeU7JEmc  ,  21 22:51:24  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   6hukkp9NOTw  ,  21 23:25:27  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   hzkRirQUhlQ  ,  22 02:32:22  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   hzkRirQUhlQ  ,  22 02:32:23  ,  
moderation status(channel id, vid id, time,  mod status): UC8H9Zmx8CslalkliFegKXhQ  ,   Sie2PZqyoNo  ,  22 13:03:23  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   dXFshUSEegE  ,  22 16:10:46  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   X0Lq26ywOlQ  ,  22 16:10:47  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   rlu3K2z5UKM  ,  22 16:10:48  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   yBxNXKYe4Ak  ,  23 17:17:15  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   slT5WcWNq_s  ,  23 17:34:25  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   MmEqgkVhfD8  ,  23 18:08:36  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   dCayqu_llOk  ,  23 18:08:36  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   _8ODTw8JIcE  ,  23 18:25:45  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   v-Olc9_Imhs  ,  23 18:42:54  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCr3cBLTYmIK9kY0F_OdFWFQ  ,   UcVnorMPix8  ,  23 20:08:37  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCX6OQ3DkcsbYNE6H8uQQuVA  ,   XE9pUM9MEFA  ,  23 21:17:36  ,  
moderation status(channel id, vid id, time,  mod status): UCuouUWCLmpG4Dje3Ay0p1oQ  ,   s7cSh5ucIns  ,  24 17:07:05  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   beLzeHn96xA  ,  24 17:07:07  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   kAuISE_9Bz4  ,  24 17:07:07  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   L_iFJ0Nt1d8  ,  24 17:07:09  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   3MjRz7p2C1g  ,  24 17:24:23  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   13diiyCyiFE  ,  24 17:58:39  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   uj_VNo6AC5s  ,  24 18:15:40  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCmQRyFTaSPL9_o-MHu-7kzA  ,   8WFsQXLOUtY  ,  24 18:32:59  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   lKqCEbcLJHI  ,  24 19:07:23  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   qgnOB_ApK5c  ,  24 19:07:24  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   4eC4MUicWY0  ,  24 19:41:43  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   KIVsupdZ86s  ,  24 20:50:15  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   _v4gBOfe0BM  ,  24 21:07:17  ,  
moderation status(channel id, vid id, time,  mod status): UCX6OQ3DkcsbYNE6H8uQQuVA  ,   vbph9F_pRNI  ,  24 21:24:20  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   AqxmWw-yrFo  ,  24 23:57:38  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   n6W7uMESmL4  ,  25 16:11:47  ,  
moderation status(channel id, vid id, time,  mod status): UC1IttIQyALX3lsCyas36wzw  ,   3VhPtOaYCe0  ,  25 16:11:49  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   AC5VRAgAVQc  ,  25 16:46:01  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   5yP-HA2EXnA  ,  25 17:37:10  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   opHCnIG_KzI  ,  25 17:54:26  ,  
moderation status(channel id, vid id, time,  mod status): UCU_W0oE_ock8bWKjALiGs8Q  ,   FKbXqE81W2s  ,  25 18:11:27  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   z9nyvWE60Tk  ,  25 18:28:32  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCaFUrR3oSxOl5Y9y6tvLTEg  ,   3G6WNXJPeaw  ,  25 20:28:26  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   kbr-A2gJMFQ  ,  25 20:28:27  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   PeQfhRWc9k8  ,  25 22:10:48  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   sacaCYWoZ5Y  ,  25 22:27:51  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   GfvCvHdCUmc  ,  26 13:15:53  ,  
moderation status(channel id, vid id, time,  mod status): UC4USoIAL9qcsx5nCZV_QRnA  ,   a2YeceSmthE  ,  26 14:07:40  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   M4jxcR3CuME  ,  26 16:07:13  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   sKr70d-osx4  ,  26 16:41:21  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   Fwq5lPWzirU  ,  26 17:32:28  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   b037fgPG9Ow  ,  26 17:49:36  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   CIEfSSLJI6Y  ,  26 18:06:55  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   C9lLmdcXLis  ,  26 18:06:56  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   RYlX0-OBUv0  ,  26 18:41:35  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   e1_5Sj3fPhU  ,  26 19:16:03  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   U4b1S9U3mCw  ,  26 20:08:01  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   eKOWT01oEuo  ,  26 20:08:02  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   8GdRtoZZrwg  ,  28 15:48:43  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   6daJL1b_tx0  ,  28 16:05:44  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   q-JGnE1HdHU  ,  28 18:05:07  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   32rtaamBeuk  ,  28 18:05:08  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   1heEuoYTbqM  ,  28 18:05:11  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   cg_n6yChXhU  ,  28 18:22:14  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   tyrQ5loG62Y  ,  28 19:13:57  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   Do5ywtga_D8  ,  28 19:13:59  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   PLhhVKKCMsw  ,  28 19:14:00  ,  
moderation status(channel id, vid id, time,  mod status): UC1NB1xUQ8ItM5VoA4101lUQ  ,   kxUUTK-i_UM  ,  28 20:05:51  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   pW4HTB_XnZg  ,  28 20:05:52  ,  
moderation status(channel id, vid id, time,  mod status): UCX6OQ3DkcsbYNE6H8uQQuVA  ,   mpZWt5pGKZ8  ,  28 21:14:32  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   Of1_jUYnDDA  ,  28 21:48:39  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   URG8gRjCTBM  ,  28 21:48:42  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCr3cBLTYmIK9kY0F_OdFWFQ  ,   7G-SvFN5C6M  ,  29 12:59:51  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   LT9GPje7MoM  ,  01 04:42:15  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   Q2x0ydhzwrU  ,  01 11:14:13  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   x4JLtanNW-M  ,  01 13:15:31  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   HbX4j2iocbM  ,  01 16:15:26  ,  
moderation status(channel id, vid id, time,  mod status): UCxOGHW-aqciBe5Wjq8ltzOg  ,   kWXfKL953ic  ,  01 16:49:36  ,  
moderation status(channel id, vid id, time,  mod status): UCuouUWCLmpG4Dje3Ay0p1oQ  ,   Q6lBw97pV6U  ,  01 17:06:39  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   45p8T3xB3Js  ,  01 17:06:41  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   jyBEgSyj-7E  ,  01 17:06:42  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   kUd9act5EP4  ,  01 17:41:01  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   rw8kLR0EtXc  ,  01 17:41:02  ,  
moderation status(channel id, vid id, time,  mod status): UCN5xN8gIljvWYnsj06V8WbQ  ,   UAqcP_hRW24  ,  01 19:06:41  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   wwPHOawiFBs  ,  01 19:06:42  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   5j_7wwEIKO0  ,  01 19:06:43  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   L5gz8Rd_wME  ,  01 19:06:44  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   GTMYRx72oTc  ,  01 19:58:23  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   Dx5Qo_URTb4  ,  01 21:06:48  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   Vwfs_xq2QWk  ,  01 22:15:09  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   NwCvZsx8z7Q  ,  01 23:06:27  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   ThUuiOS3Sqc  ,  02 00:16:38  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   H5pVh67E70w  ,  02 16:15:29  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   60nItCEUIE0  ,  02 16:50:27  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   eXaqOZlQsMs  ,  02 17:42:15  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   TIX5SlEXYQ0  ,  02 17:42:17  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   MC7jkKpjqc4  ,  02 18:16:51  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   TCQ9iC2wZkw  ,  02 18:33:56  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   quf01fxyXfQ  ,  02 19:08:18  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   P6eH-Co-8DE  ,  02 22:17:23  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   MIchMVYELmU  ,  02 23:59:42  ,  
moderation status(channel id, vid id, time,  mod status): UC1NB1xUQ8ItM5VoA4101lUQ  ,   4JIylt4NdJw  ,  03 02:01:11  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   Tz6c8LsjMKs  ,  03 04:00:18  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   gvYExNWstM4  ,  03 20:35:25  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   0ZCe8Uy1Y4w  ,  03 21:09:29  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   Cmi7S9gBx50  ,  03 21:26:31  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   IivG0I2wn9g  ,  03 21:26:33  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   d2BiRv7jFhM  ,  03 22:00:49  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   5HCPgyEnvLI  ,  03 23:54:56  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   aQTQbRch3QQ  ,  04 00:28:55  ,  
moderation status(channel id, vid id, time,  mod status): UC8H9Zmx8CslalkliFegKXhQ  ,   mqqPTjrii2c  ,  05 18:22:51  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   ZnUeuoMMnsA  ,  05 19:13:39  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   o9ykAMkc0G0  ,  05 19:13:41  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCdcemy56JtVTrsFIOoqvV8g  ,   pVyGOB3M01M  ,  05 19:13:42  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   dSSWyuns0IE  ,  05 19:13:44  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   3aPT-56sUFo  ,  05 19:13:45  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   wZdQeS77oTU  ,  05 19:13:46  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   GjoaezUHGdQ  ,  05 19:48:05  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   gGM5-BNYEOM  ,  05 20:22:37  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   Bf3iZEXHUvM  ,  05 21:14:10  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   Ap-JpyfVHao  ,  05 21:48:24  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   vpjczuEB658  ,  05 22:39:35  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   40-ihotnZE8  ,  06 01:29:50  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   947rcc_sclg  ,  06 16:00:37  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   2vV5xd9KeQE  ,  06 16:00:38  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   daWGMVzGU6s  ,  17 23:34:36  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   uRjMmiBwhz4  ,  19 00:06:54  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCWXCrItCF6ZgXrdozUS-Idw  ,   1bRDfLpBM9Q  ,  19 05:13:11  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCQ4FyiI_1mWI2AtLS5ChdPQ  ,   lqZSV5sFeZI  ,  19 17:27:26  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   WdLpkRpHZxY  ,  19 17:44:30  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   6zOAiF3GI7s  ,  19 18:01:38  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCHfZgL6QeO4JtvjfKbW_Mpg  ,   fknR4h188Rc  ,  19 18:35:42  ,  heldForReview
